Snugg Pro ID,kWh Saved,Mbtu Saved,Annual Fuel Dollars Saved,Annual Electric Dollars Saved,Total Savings,CO2 Tons Diverted,Mbtu Percent,CO 2 Percent,Mirr,SIR,Annual Fuel Therms Saved,Year Built,Conditioned Area (sqft),Front of Building Orientation,Blower Door Reading,Blower Door Reading Improved,HVAC Duct Location,HVAC Duct Leakage Value,HVAC Duct Leakage Value Improved,HVAC Duct Efficiency,HVAC Duct Efficiency Improved,HVAC System Equipment Type,HVAC Heating Energy Source,HVAC Heating Is Condensing
255663,1193.380699,5.55,18,150,168.41,0.46549969,12,12,1,0.5,14.73292931,1996.0,1768.0,North East,2012.0,1509.0,50/50 Crawlspace (unconditioned) - Conditioned Space,0.0,0.0,83.01,93.22,Central Heat Pump (shared ducts),Electricity,Yes
264332,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,1920.0,1596.0,South East,2515.0,1886.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace / Central AC (shared ducts),Natural Gas,
267840,287.6498329,0.99,0,37,36.19,0.14771961,1,1,1,0.6,0.0,1936.0,2304.0,South East,2176.0,1632.0,Attic (unconditioned),0.0,0.0,84.4,84.4,Central Heat Pump (shared ducts),Electricity,
278380,2148.527775,27.65,715,270,984.87,1.946228756,28,24,4,0.8,203.1875778,1976.0,3119.0,South East,3847.0,2885.25,Attic (unconditioned),0.0,0.0,78.35,100.0,Ductless Heat Pump,Electricity,
260038,1595.326499,7.04,20,200,220.5,0.903893915,11,15,10,2.5,15.96197986,1956.0,1504.0,North West,2133.0,1599.75,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,90.21,94.31,Furnace with standalone ducts,Natural Gas,No
257626,35.1222195,1.92,22,4,26.83,0.10715777,4,4,4,0.8,18.0604821,2002.0,1344.0,North West,1900.0,1425.0,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,94.17,94.17,Furnace / Central AC (shared ducts),Natural Gas,Yes
262797,93.46844508,8.71,104,0,104.14,0.475269527,1,1,2,0.5,83.91711587,1959.0,1776.0,North East,2169.0,1626.75,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,76.29,85.4,Furnace / Central AC (shared ducts),Natural Gas,Yes
260036,241.2293577,0.33,-6,31,24.22,0.097673691,0,2,3,0.9,-4.942882268,1970.0,960.0,South East,3730.0,2797.5,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace / Central AC (shared ducts),Natural Gas,Yes
252864,1189.053133,6.84,59,150,208.83,0.591897233,11,11,2,0.6,27.84157848,1952.0,960.0,West,1783.0,1337.25,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,89.05,93.06,Furnace / Central AC (shared ducts),Fuel Oil,
266617,1113.678744,4.91,14,140,153.97,0.63117384,7,8,5,1.0,11.17608216,1925.0,1671.0,North West,5219.0,3914.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
259225,145.7348869,7.42,86,18,104.25,0.441940237,11,9,2,0.5,69.23794536,1900.0,252.0,,1707.0,1280.25,,,,,0.0,Room AC,Natural Gas,
273761,3969.250705,13.54,0,500,499.33,1.28846642,18,19,4,0.9,0.0,1959.0,2874.0,North West,3296.0,2472.0,Attic (unconditioned),0.0,0.0,88.9,100.0,Central Heat Pump (shared ducts),Electricity,
258532,42.2191124,5.3,64,5,69.22,0.286762298,18,15,5,1.1,51.50084255,1990.0,948.0,North West,777.0,582.75,Attic (unconditioned),0.0,0.0,87.74,87.74,Furnace / Central AC (shared ducts),Natural Gas,No
253805,997.4092351,3.41,0,125,125.47,0.512209243,15,15,2,0.6,0.0,1968.0,672.0,South East,760.0,570.0,,,,,0.0,Direct Heater,Electricity,
264106,248.7757307,7.97,88,32,119.59,0.504974788,14,11,-2,0.3,71.14646783,1964.0,916.0,North East,1687.0,1265.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Room AC,Natural Gas,No
263144,1160.032048,9.3,66,146,212.23,0.659831943,10,10,4,0.8,53.42731374,1956.0,1933.0,South East,3641.0,2730.75,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,86.07,90.3,Central Heat Pump (shared ducts),Electricity,No
258841,3235.226344,11.05,0,407,406.99,1.050193302,22,22,7,1.3,0.0,1965.0,1591.0,North East,2156.0,1617.0,Crawlspace (unconditioned),0.0,0.0,86.44,100.0,Central Heat Pump (shared ducts),Electricity,
258728,293.3248174,9.3,103,37,139.93,0.590834746,9,7,7,1.3,83.02542551,1953.0,858.0,South East,2644.0,1983.0,Basement (unconditioned),0.0,0.0,100.0,100.0,Furnace with standalone ducts,Natural Gas,No
255620,1166.662401,3.98,0,147,146.77,0.378712618,5,5,3,0.7,0.0,1992.0,3117.0,West,3383.0,2537.25,50/50 Crawlspace (unconditioned) - Conditioned Space,0.0,0.0,90.12,90.12,Central Heat Pump (shared ducts),Electricity,
259112,4575.482189,15.62,0,576,575.6,1.485256436,16,16,6,1.3,0.0,1968.0,1647.0,North West,3854.0,2890.5,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,100.0,100.0,Direct Heater,Electricity,
255654,885.9759104,3.02,0,112,111.46,0.454983807,16,16,0,0.3,0.0,1969.0,832.0,South East,2131.0,1598.25,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,93.18,92.77,Central Heat Pump (shared ducts),Electricity,
271524,3121.167075,10.65,0,392,392.64,1.013168294,21,21,-1,0.3,0.0,1979.0,2576.0,East,5004.0,4078.0,Basement (unconditioned),0.0,0.0,92.21,91.34,Central Heat Pump (shared ducts),Electricity,
269147,193.6812822,7.37,83,25,107.64,0.418659371,9,7,-6,0.1,67.10450805,1962.0,2602.0,South East,3196.0,2397.0,50/50 Crawlspace (unconditioned) - Conditioned Space,0.0,0.0,95.09,100.0,Furnace / Central AC (shared ducts),Natural Gas,Yes
255296,5496.759229,18.76,0,692,691.49,1.784314021,20,21,6,1.1,0.0,1954.0,2420.0,,4006.0,3004.5,Crawlspace (unconditioned),0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
273328,1837.192425,10.38,145,231,375.59,0.848850067,13,12,4,0.8,41.07962177,1992.0,3502.0,North,3213.0,2409.75,Basement (unconditioned),0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,Yes
278933,50.01566143,20.27,250,7,255.62,1.081470047,23,21,0,0.0,200.9117998,1947.0,1057.0,East,2084.0,1563.0,Crawlspace (unconditioned),0.0,0.0,78.67,100.0,Furnace / Central AC (shared ducts),Natural Gas,No
275941,1109.089456,3.78,0,140,139.52,0.569561471,9,9,6,1.3,0.0,1981.0,1152.0,North East,2015.0,1511.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
273078,9368.266754,31.97,0,1178,1178.53,5.5,46,47,4,0.8,0.0,1971.0,978.0,North West,2895.0,2171.25,,,0.0,,100.0,Central Heat Pump (shared ducts),Electricity,
273466,3067.170409,10.46,0,386,385.85,1.575113784,28,28,1,0.5,0.0,1993.0,1080.0,North West,1559.0,1169.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
252766,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,1999.0,1529.0,North,1857.0,1392.75,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,94.73,93.23,Central Heat Pump (shared ducts),Electricity,
250069,1003.695393,3.42,0,126,126.27,0.515437435,9,9,-6,0.1,0.0,1961.0,1141.0,North East,1564.0,1173.0,Crawlspace (unconditioned),0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
250105,-2017.863106,25.01,396,-254,142.0,0.655000492,45,13,1,0.6,318.9840275,1951.0,1108.0,North,2637.0,1977.75,Attic (unconditioned),0.0,0.0,87.35,85.03,Central Heat Pump (shared ducts),Natural Gas,No
275017,7823.961097,26.7,0,984,984.25,4.017914665,55,55,6,1.3,0.0,1964.0,1008.0,North East,2976.0,2232.0,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,89.47,100.0,Room AC,Electricity,
250858,375.4358258,1.28,0,47,47.23,0.121870975,3,3,20,13.6,0.0,2004.0,1496.0,South,1045.0,783.75,50/50 Crawlspace (unconditioned) - Conditioned Space,0.0,0.0,87.6,92.93,Central Heat Pump (shared ducts),Electricity,
249142,2427.49216,8.28,0,306,305.38,1.246613605,12,12,0,0.4,0.0,2003.0,3472.0,North West,1964.0,1473.0,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Electric Resistance,Electricity,
250880,103.2005853,6.01,70,13,83.16,0.352819599,6,4,0,0.4,56.54884977,1972.0,2084.0,South East,2051.0,1538.25,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,87.33,91.21,Furnace with standalone ducts,Natural Gas,
250333,25.76321628,6.4,78,3,81.58,0.347931301,7,5,3,0.7,63.1272852,1968.0,2000.0,North East,2749.0,2061.75,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,87.45,91.35,Furnace with standalone ducts,Natural Gas,
270264,9.568935936,11.9,196,1,196.82,1.062917064,12,11,10,2.3,118.705536,1979.0,936.0,East,1450.0,1087.5,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,90.19,94.29,Central Heat Pump (shared ducts),Fuel Oil,
216395,269.8443997,64.38,2313,38,2351.9,4.038651565,36,28,11,2.9,634.5713883,1923.0,2210.0,West,3446.0,2584.5,Crawlspace (unconditioned),0.0,0.0,82.05,100.0,Central Heat Pump (shared ducts),Propane,No
267807,-78.86900281,12.71,161,-10,151.21,0.662810705,13,10,2,0.6,129.8401604,1900.0,2232.0,South West,9212.0,6909.0,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace with standalone ducts,Natural Gas,Yes
271720,1176.974138,4.01,0,148,148.06,0.60442295,7,7,-6,0.1,0.0,1900.0,1666.0,South East,5399.0,4049.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
250605,0.0,0.0,0,0,0.0,0.0,0,0,-100,0.0,0.0,1972.0,1260.0,South,1924.0,1443.0,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
261447,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,1930.0,1408.0,North East,6603.0,4952.25,,,,,0.0,Direct Heater,Propane,
250095,26.99998401,6.05,74,4,77.23,0.32955698,1,1,1,0.5,59.54194948,1955.0,1066.0,South,2512.0,1884.0,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,88.88,92.89,Furnace with standalone ducts,Natural Gas,
278190,1403.566338,4.79,0,177,176.57,0.45561448,7,7,0,0.0,0.0,1949.0,1008.0,North,2390.0,1792.5,,,,,0.0,Electric Resistance,Electricity,
250524,-6022.630399,26.54,584,-757,-173.12,0.542342473,34,11,-15,0.0,471.0223665,1963.0,1704.0,South East,2516.0,1887.0,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace / Central AC (shared ducts),Natural Gas,No
265928,2533.77502,11.04,84,318,402.88,1.448222955,21,19,9,2.1,23.92269471,1975.0,1280.0,South East,2592.73,1252.5,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
252361,22.83956059,4.21,51,3,54.06,0.226134797,4,3,1,0.4,41.25250868,2002.0,1697.0,North East,1777.0,1332.75,Attic (unconditioned),0.0,0.0,79.7,89.15,Furnace / Central AC (shared ducts),Natural Gas,No
253256,-7.123980515,5.14,64,-1,63.26,0.271818742,3,3,-1,0.3,51.70337081,1956.0,2000.0,West,4137.0,3102.75,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace with standalone ducts,Natural Gas,
268657,310.8845665,4.85,47,39,86.1,0.360400471,7,6,1,0.5,37.86286355,1989.0,1701.0,North East,2183.0,1637.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace / Central AC (shared ducts),Natural Gas,Yes
211428,2310.659211,13.58,71,330,400.47,1.052299997,19,18,0,0.4,57.0034484,1996.0,2717.0,North,2742.0,2056.5,Attic (unconditioned),338.0,169.0,62.65,76.47,Central Heat Pump (shared ducts),Electricity,
265465,4569.157756,15.59,0,574,574.8,2.346443921,24,24,9,1.7,0.0,1989.0,1380.0,North West,2343.0,1757.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Ductless Heat Pump,Electricity,
249554,-1464.41709,42.9,1019,-184,835.17,3.067223019,37,31,3,0.7,478.9873423,1964.0,1776.0,South East,2560.0,1920.0,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
250299,33.9087322,6.11,74,5,78.64,0.328741259,6,5,1,0.4,59.92721198,1962.0,1072.0,South,5680.0,4260.0,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,88.87,92.88,Furnace / Central AC (shared ducts),Natural Gas,
250509,87.5342067,0.3,0,11,11.01,0.028414654,0,0,-8,0.1,0.0,1995.0,1330.0,East,1910.0,1432.5,Attic (unconditioned),0.0,0.0,91.53,89.94,Central Heat Pump (shared ducts),Electricity,
265128,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,1961.0,1718.0,South East,1830.0,1372.5,Crawlspace (unconditioned),0.0,0.0,88.62,88.62,Central Heat Pump (shared ducts),Electricity,Yes
276919,-4077.197064,45.4,890,-513,376.86,3.470222956,51,35,3,0.7,593.1796939,1976.0,2004.0,South,2617.0,1962.75,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Stove or Insert,Wood,
252785,113.5922069,6.96,140,15,154.23,0.544645266,9,7,3,0.7,65.75326631,1971.0,1232.0,West,1302.0,976.5,Intentionally Conditioned Space,0.0,0.0,99.71,99.71,Central AC with standalone ducts,Fuel Oil,
250322,898.812052,3.07,0,113,113.07,0.29176518,5,5,5,1.0,0.0,1973.0,960.0,East,4311.0,3233.25,Crawlspace (unconditioned),0.0,0.0,83.41,83.41,Central Heat Pump (shared ducts),Electricity,
271528,2972.058064,10.14,0,374,373.89,1.526269818,20,20,5,0.9,0.0,1959.0,1084.0,North East,2041.0,1798.0,Basement (unconditioned),0.0,0.0,85.0,88.86,Central Heat Pump (shared ducts),Electricity,
250933,2112.549886,7.21,0,266,265.76,1.084878243,9,11,-1,0.3,0.0,1965.0,1063.0,East,1971.0,1478.25,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,83.75,87.79,Central Heat Pump (shared ducts),Electricity,
250481,7946.916621,27.12,0,1000,999.72,2.579664518,49,49,5,0.9,0.0,1981.0,1230.0,South East,1383.0,1037.25,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,92.59,92.59,Central Heat Pump (shared ducts),Electricity,
268387,17.99888389,5.32,112,2,114.15,0.398088595,8,6,3,0.6,52.57510181,1969.0,961.0,East,1420.0,1065.0,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,89.05,93.06,Room AC,Fuel Oil,
250336,667.6517728,2.28,0,84,83.99,0.342865694,6,6,-9,0.1,0.0,1986.0,937.0,South East,1360.0,1020.0,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,93.06,93.06,Central Heat Pump (shared ducts),Electricity,
250070,4345.063539,14.83,0,546,546.61,2.231362643,31,42,0,0.0,0.0,2021.0,1812.0,South West,1535.0,1151.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Ductless Heat Pump,Electricity,Yes
251533,9797.396611,33.44,0,1233,1232.51,3.180352533,36,36,5,0.9,0.0,1977.0,3691.0,East,4251.0,3188.25,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,86.24,100.0,Central Heat Pump (shared ducts),Electricity,
251963,4180.148852,14.27,0,526,525.86,1.35692649,26,26,5,1.0,0.0,2002.0,2276.0,South West,1614.0,1210.5,Attic (unconditioned),0.0,0.0,90.51,90.51,Central Heat Pump (shared ducts),Electricity,
297525,795.7858552,2.72,0,114,113.56,0.408667632,11,11,11,3.2,0.0,2012.0,1144.0,East,592.0,444.0,Attic (unconditioned),0.0,0.0,83.93,83.93,Central Heat Pump (shared ducts),Electricity,
297452,519.7277745,10.79,112,75,185.99,0.744675769,12,9,10,2.5,90.11220707,1961.0,1850.0,West,2895.0,2171.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace / Central AC (shared ducts),Natural Gas,No
297987,567.6039727,1.94,0,81,81.0,0.291487176,7,7,-1,0.3,0.0,2019.0,1218.0,North West,492.0,369.0,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
296339,394.1182651,20.62,236,66,251.35,7.1,21,15,5,1.1,190.4587312,1925.0,962.0,South West,2000.0,1500.0,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace / Central AC (shared ducts),Natural Gas,No
298143,3906.341163,0.99,0,41,557.43,3.9,2,2,0,0.0,0.0,1985.0,2200.0,West,1715.0,1286.25,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
297829,84.33233449,9.83,118,13,235.12,5.9,10,8,10,2.4,95.19136559,1989.0,1888.0,South East,3537.0,3375.0,50/50 Attic - Crawlspace (both unconditioned),0.0,0.0,79.66,93.15,Furnace / Central AC (shared ducts),Natural Gas,No
298188,5.559884932,0.0,0,0,0.79,3.9,0,0,-6,0.2,0.0,2019.0,1360.0,South East,523.0,392.25,Intentionally Conditioned Space,44.0,22.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
298050,5305.696267,10.0,0,418,757.12,5.4,22,22,8,1.9,0.0,1991.0,1546.0,North,2681.0,2010.75,Attic (unconditioned),0.0,0.0,85.66,85.66,Central Heat Pump (shared ducts),Electricity,
296878,878.6070963,7.33,159,126,283.46,0.551716083,11,10,23,23.7,43.36311003,1962.0,835.0,North,2404.0,1803.0,,,0.0,,100.0,Room AC,Propane,
300065,349.5161634,0.54,0,22,49.88,4.5,2,2,1,0.6,0.0,1992.0,1020.0,South West,1156.0,1020.0,Attic (unconditioned),0.0,0.0,80.07,85.49,Central Heat Pump (shared ducts),Electricity,
284273,1043.038276,3.28,0,137,148.84,4.9,6,6,16,7.6,0.0,1982.0,2304.0,North,3106.0,2329.5,50/50 Basement (unconditioned) - Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
300299,4444.942896,15.17,0,634,634.29,1.442881814,23,23,11,3.1,0.0,1968.0,1344.0,North,2173.0,1629.75,50/50 Attic - Basement (both unconditioned),0.0,0.0,87.92,87.92,Central AC with standalone ducts,Electricity,
300344,3993.825795,13.63,0,444,444.86,1.296443789,99,99,6,1.3,0.0,2001.0,2463.0,North East,3933.0,2949.75,Attic (unconditioned),0.0,0.0,84.34,88.95,Central Heat Pump (shared ducts),Electricity,
300955,-20.42775816,12.09,156,514,419.96,4.9,17,11,11,3.2,125.9359916,1982.0,1482.0,North,1966.0,1474.5,Crawlspace (unconditioned),0.0,0.0,81.07,100.0,Furnace / Central AC (shared ducts),Natural Gas,No
301075,1207.697367,4.12,0,172,1130.56,9.6,6,6,4,0.9,0.0,1976.0,1949.0,North East,2337.0,1752.75,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
295958,277.8056588,2.04,0,374,244.56,2.4,7,7,0,0.0,0.0,2017.0,1152.0,North,1183.0,887.25,50/50 Attic (unconditioned) - Conditioned Space,0.0,0.0,92.18,92.18,Central Heat Pump (shared ducts),Electricity,
297308,261.8071233,14.56,170,216,385.01,0.858858631,16,13,6,1.3,136.6296263,1945.0,877.0,North West,2500.0,1875.0,Crawlspace (unconditioned),0.0,0.0,86.25,81.34,Furnace / Central AC (shared ducts),Natural Gas,No
301380,1493.714382,41.2,1094,567,1660.77,3.155113575,39,37,15,6.1,361.0378527,1963.0,1872.0,West,2500.0,2200.0,Crawlspace (unconditioned),0.0,0.0,85.56,80.9,Stove or Insert,Wood,
301381,1038.630948,33.8,375,294,669.88,2.137470775,35,30,8,1.6,302.5448031,1961.0,1050.0,South East,3555.0,2666.25,Crawlspace (unconditioned),0.0,0.0,85.89,81.45,Furnace with standalone ducts,Natural Gas,Yes
301432,130.779327,3.13,33,138,207.99,7.0,3,3,4,0.8,26.84263635,1954.0,1040.0,North West,4812.0,4331.0,,,,,0.0,Boiler,Natural Gas,No
300895,3605.34052,22.15,0,926,518.42,7.1,27,32,11,2.9,0.0,1987.0,4127.0,East,4968.0,3726.0,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Central Heat Pump (shared ducts),Electricity,
301527,30.27759719,6.27,187,4,191.15,0.471536346,11,9,0,0.0,61.65327179,1963.0,912.0,North West,1502.0,1126.5,Intentionally Conditioned Space,0.0,0.0,100.0,100.0,Furnace / Central AC (shared ducts),Fuel Oil,
